soil_moisture,temperature,humidity,ph,rainfall_mm,ET0,ETc,vpd_proxy,depletion,crop_type_enc,growth_stage_enc,irrigation_label
41.33,19.63,59.02,6.86,104.55,0.5,0.531,8.043,31.99,6,2,2
53.61,22.51,56.58,6.27,67.32,0.5,0.525,9.773,29.67,4,0,1
42.1,26.32,45.86,7.83,24.73,0.5,0.42,14.25,52.32,7,1,2
22.37,22.91,45.85,5.76,51.33,0.5,0.36,12.406,64.78,1,1,3
58.88,18.7,74.47,7.11,9.42,0.5,0.46,4.773,39.75,0,1,1
78.81,25.04,89.67,7.26,1.93,0.5,0.525,2.586,21.99,7,0,1
79.9,21.43,53.41,5.56,14.2,0.5,0.45,9.985,17.42,1,0,1
56.09,29.34,58.01,7.93,95.17,0.5,0.446,12.32,19.53,4,2,1
41.77,26.2,100.0,6.23,10.87,0.5,0.489,0.0,56.54,0,2,2
30.18,30.29,62.54,7.53,116.54,0.5,0.51,11.345,39.88,5,2,2
91.66,13.05,53.85,6.38,31.71,0.5,0.446,6.022,0.96,4,2,0
17.25,22.0,41.97,6.92,10.36,0.5,0.489,12.768,81.2,8,2,4
69.61,19.17,48.7,5.27,23.9,0.5,0.446,9.836,25.1,4,2,1
49.8,28.98,55.48,6.19,40.46,0.5,0.48,12.9,40.57,5,1,2
50.43,35.44,89.38,7.03,39.12,0.5,0.36,3.764,39.99,1,1,1
68.98,23.02,55.77,5.99,14.69,0.5,0.446,10.181,28.2,4,2,1
55.96,24.46,65.29,6.61,13.94,0.5,0.69,8.489,42.03,5,3,1
84.16,29.27,52.71,7.25,8.12,0.5,0.45,13.843,14.79,1,0,0
35.82,29.97,31.39,7.04,106.25,0.5,0.525,20.567,37.03,7,0,2
43.98,25.76,78.82,7.13,35.59,0.5,0.51,5.458,47.76,3,2,2
95.0,33.28,65.01,7.88,11.65,0.5,0.575,11.644,3.32,8,0,0
64.17,22.87,90.74,6.76,5.13,0.5,0.489,2.117,35.68,2,2,1
52.41,34.32,51.41,5.17,1.15,0.5,0.6,16.675,48.78,3,0,1
47.74,36.18,53.42,6.99,0.53,0.5,0.525,16.852,53.43,7,0,2
43.68,17.02,78.05,5.82,3.92,0.5,0.489,3.736,56.49,2,2,2
53.95,45.0,59.26,6.43,23.4,0.5,0.489,18.331,41.01,8,2,1
63.01,25.7,79.85,7.7,54.68,0.5,0.517,5.178,23.64,1,3,1
71.53,35.88,44.14,6.07,5.89,0.5,0.575,20.046,28.33,0,0,1
29.48,35.03,87.81,6.45,100.56,0.5,0.48,4.272,44.78,3,1,2
47.93,23.29,63.04,5.84,9.9,0.5,0.489,8.609,50.64,0,2,2
22.7,31.37,36.11,7.65,3.22,0.5,0.661,20.04,78.09,2,3,3
95.0,33.39,29.5,6.68,11.77,0.5,0.604,23.541,3.36,7,3,0
60.0,28.42,37.74,6.43,18.67,0.5,0.661,17.696,36.65,0,3,1
50.29,26.88,74.87,6.69,7.1,0.5,0.489,6.755,49.03,8,2,1
61.33,22.59,71.33,7.14,51.03,0.5,0.45,6.477,26.13,1,0,1
34.01,19.26,73.2,5.35,32.88,0.5,0.45,5.164,58.31,1,0,3
66.03,23.54,79.08,5.19,87.67,0.5,0.6,4.925,11.99,5,0,0
52.54,25.14,87.81,5.61,43.06,0.5,0.45,3.064,37.05,1,0,1
54.96,35.59,61.81,6.6,14.92,0.5,0.36,13.591,41.94,1,1,1
58.72,25.43,62.2,5.27,4.11,0.5,0.531,9.614,41.51,6,2,1
58.78,33.61,58.88,6.04,32.37,0.5,0.36,13.821,33.45,1,1,1
27.87,29.17,34.78,5.94,62.5,0.5,0.5,19.026,56.64,6,1,3
52.74,27.89,72.63,7.09,0.78,0.5,0.46,7.633,48.2,8,1,1
55.58,17.24,55.68,6.7,7.97,0.5,0.604,7.641,43.79,7,3,1
59.57,27.23,68.68,4.59,13.17,0.5,0.69,8.527,38.63,5,3,1
65.94,16.4,85.47,6.13,48.38,0.5,0.604,2.382,22.61,4,3,1
62.92,27.56,59.26,8.45,13.4,0.5,0.575,11.226,34.93,0,0,1
63.95,16.89,37.51,6.01,78.11,0.5,0.489,10.556,16.35,0,2,1
75.69,27.37,55.58,5.75,0.86,0.5,0.661,12.159,25.73,2,3,1
34.0,27.0,44.01,7.17,11.19,0.5,0.46,15.117,64.15,2,1,3
69.82,29.89,57.65,6.01,26.82,0.5,0.489,12.657,24.21,8,2,1
5.0,20.67,68.84,6.63,17.51,0.5,0.489,6.442,91.53,2,2,4
68.24,18.21,76.19,7.05,20.85,0.5,0.489,4.335,27.39,8,2,1
67.52,30.16,53.89,6.88,53.57,0.5,0.575,13.909,19.57,8,0,1
63.35,19.31,54.69,7.11,15.14,0.5,0.6,8.747,34.1,3,0,1
28.82,29.98,40.25,6.05,30.94,0.5,0.69,17.912,64.62,3,3,3
45.12,30.0,72.58,6.95,34.16,0.5,0.489,8.225,46.96,8,2,2
56.27,15.27,72.7,5.57,13.7,0.5,0.36,4.167,40.96,1,1,1
65.22,28.18,66.37,7.32,6.16,0.5,0.51,9.479,34.41,5,2,1
8.48,31.38,58.31,5.47,66.7,0.5,0.45,13.083,74.78,1,0,4
51.79,25.19,76.49,5.95,19.04,0.5,0.69,5.92,44.83,3,3,1
76.19,16.57,86.37,7.79,20.29,0.5,0.51,2.259,19.65,5,2,1
13.8,27.93,70.09,6.76,30.02,0.5,0.575,8.353,79.6,0,0,4
24.56,25.91,53.41,5.51,97.94,0.5,0.446,12.072,50.32,7,2,3
8.4,35.28,61.27,4.85,24.42,0.5,0.525,13.663,86.37,7,0,4
38.54,33.96,33.36,6.89,2.5,0.5,0.489,22.635,62.01,2,2,2
82.59,28.03,71.88,6.86,0.22,0.5,0.575,7.883,18.79,8,0,1
95.0,24.74,46.5,6.04,28.76,0.5,0.46,13.234,0.0,0,1,0
63.4,25.82,83.15,6.31,26.87,0.5,0.51,4.351,30.68,3,2,1
18.79,29.14,62.04,6.99,35.6,0.5,0.36,11.063,72.57,1,1,4
31.58,34.14,71.42,7.43,39.08,0.5,0.489,9.758,59.17,2,2,3
53.89,29.77,37.97,7.01,34.06,0.5,0.46,18.464,38.13,8,1,1
33.49,34.63,47.02,8.58,37.62,0.5,0.489,18.346,57.65,8,2,3
42.22,24.47,73.05,6.96,29.16,0.5,0.661,6.593,51.63,2,3,2
36.3,22.25,62.61,6.07,17.24,0.5,0.531,8.32,60.41,6,2,2
60.91,21.4,72.85,6.17,3.92,0.5,0.6,5.811,39.54,3,0,1
10.27,34.24,79.54,6.03,26.07,0.5,0.661,7.006,84.4,0,3,4
38.47,27.07,64.68,6.18,31.99,0.5,0.51,9.563,54.24,5,2,2
93.08,30.94,30.2,7.17,25.24,0.5,0.446,21.595,1.28,7,2,0
38.0,27.71,64.9,7.8,1.78,0.5,0.42,9.724,62.57,7,1,2
27.5,40.82,67.76,7.43,6.43,0.5,0.604,13.16,72.28,4,3,3
40.07,20.07,47.65,6.81,22.3,0.5,0.604,10.509,55.47,7,3,2
43.94,25.96,40.93,6.82,13.64,0.5,0.661,15.336,54.06,2,3,2
68.64,19.36,47.52,6.74,35.7,0.5,0.6,10.159,23.3,5,0,1
19.49,22.84,53.41,5.63,2.55,0.5,0.489,10.642,81.05,8,2,4
5.0,33.05,58.58,5.79,38.22,0.5,0.46,13.69,85.91,8,1,4
74.55,24.1,74.22,7.05,21.85,0.5,0.661,6.215,21.25,8,3,1
72.25,26.2,71.81,6.74,73.31,0.5,0.489,7.385,9.33,8,2,0
20.46,26.16,33.38,5.87,5.4,0.5,0.661,17.427,79.75,8,3,3
41.3,27.47,66.81,5.53,17.74,0.5,0.42,9.118,55.0,7,1,2
42.28,34.0,38.56,6.22,17.0,0.5,0.661,20.889,54.82,2,3,2
69.23,29.04,59.99,6.25,12.92,0.5,0.48,11.619,28.5,5,1,1
66.03,32.45,50.7,6.68,1.56,0.5,0.575,15.996,34.99,2,0,1
72.99,27.02,58.89,6.2,12.6,0.5,0.575,11.108,25.07,8,0,1
40.9,19.84,41.39,6.47,0.85,0.5,0.446,11.629,59.99,4,2,2
28.23,34.97,65.74,6.86,28.7,0.5,0.525,11.982,65.4,7,0,3
48.25,35.53,21.69,6.93,136.36,0.5,0.661,27.822,16.88,8,3,1
32.1,16.39,50.04,7.21,4.6,0.5,0.46,8.187,67.81,8,1,3
75.87,11.29,73.57,6.04,22.92,0.5,0.719,2.984,19.79,6,3,1
57.12,25.65,55.66,6.98,62.85,0.5,0.42,11.374,27.1,4,1,1
41.83,29.06,44.39,6.46,31.77,0.5,0.531,16.159,50.99,6,2,2
22.63,22.36,63.3,6.57,26.1,0.5,0.36,8.206,71.28,1,1,3
29.44,24.0,64.68,6.62,27.74,0.5,0.36,8.477,64.03,1,1,3
52.88,20.08,61.59,7.16,1.5,0.5,0.489,7.713,47.94,2,2,1
31.95,18.48,51.89,7.57,35.98,0.5,0.446,8.894,59.52,7,2,3
58.66,31.51,78.56,7.05,40.24,0.5,0.6,6.754,32.06,3,0,1
95.0,25.08,57.94,6.06,76.57,0.5,0.446,10.55,0.0,4,2,0
56.7,24.54,49.5,6.31,55.44,0.5,0.51,12.391,29.72,3,2,1
46.76,33.78,63.74,6.82,20.12,0.5,0.51,12.249,49.13,5,2,2
63.72,30.52,69.29,6.89,21.83,0.5,0.525,9.374,31.75,4,0,1
49.53,27.75,69.92,7.71,37.99,0.5,0.46,8.347,41.45,8,1,2
61.68,34.86,58.98,6.37,21.44,0.5,0.51,14.299,33.86,5,2,1
61.6,28.36,48.39,7.47,13.6,0.5,0.383,14.636,35.71,1,2,1
60.37,26.47,50.27,6.69,4.36,0.5,0.525,13.163,39.77,4,0,1
50.58,32.4,40.07,6.49,3.43,0.5,0.6,19.417,50.0,3,0,1
87.18,32.84,53.34,6.89,25.32,0.5,0.446,15.324,7.16,4,2,0
19.57,13.98,61.18,6.22,5.5,0.5,0.42,5.426,80.01,7,1,4
15.57,27.24,38.78,5.81,24.37,0.5,0.661,16.678,79.56,0,3,4
41.59,23.92,48.82,5.96,15.89,0.5,0.525,12.241,55.47,4,0,2
22.34,26.35,83.66,6.1,33.4,0.5,0.719,4.305,70.51,6,3,3
33.48,27.73,58.89,6.37,80.89,0.5,0.604,11.401,46.36,4,3,2
5.0,31.49,56.69,7.35,34.27,0.5,0.51,13.638,87.1,5,2,4
27.98,27.81,70.35,6.19,56.33,0.5,0.531,8.245,58.26,6,2,3
42.53,39.98,46.88,6.4,45.52,0.5,0.36,21.239,46.17,1,1,2
65.44,25.68,61.09,7.65,4.2,0.5,0.604,9.991,34.94,4,3,1
39.28,30.42,43.63,5.85,40.87,0.5,0.517,17.15,51.07,1,3,2
29.2,37.66,77.84,7.57,84.87,0.5,0.46,8.346,49.22,2,1,2
36.42,26.41,67.3,6.91,55.6,0.5,0.719,8.638,50.48,6,3,2
33.86,28.22,65.21,7.43,3.66,0.5,0.69,9.816,66.89,3,3,3
68.11,40.31,63.77,6.14,23.79,0.5,0.6,14.607,27.02,5,0,1
46.35,30.26,50.73,6.41,15.8,0.5,0.69,14.906,51.14,3,3,2
93.68,35.4,43.19,6.04,18.23,0.5,0.6,20.114,2.94,3,0,0
72.52,31.83,61.3,5.7,3.2,0.5,0.69,12.319,28.34,3,3,1
45.47,28.87,65.36,4.52,45.17,0.5,0.575,10.001,43.87,0,0,2
27.11,27.47,53.31,6.82,4.79,0.5,0.489,12.826,72.83,0,2,3
70.32,28.17,41.68,6.45,3.58,0.5,0.661,16.425,30.37,2,3,1
5.0,27.07,57.82,7.0,35.75,0.5,0.625,11.418,86.99,6,0,4
59.86,23.79,55.22,5.39,31.21,0.5,0.625,10.656,33.34,6,0,1
51.96,29.22,72.1,7.14,1.87,0.5,0.575,8.152,48.97,0,0,1
91.89,37.76,93.28,6.37,7.83,0.5,0.625,2.537,7.57,6,0,0
61.74,19.27,57.14,6.73,6.6,0.5,0.48,8.26,37.69,3,1,1
79.93,20.15,14.71,6.65,26.45,0.5,0.719,17.184,14.78,6,3,0
50.93,22.51,75.37,6.86,93.17,0.5,0.575,5.545,25.55,8,0,1
67.67,27.13,74.15,7.94,11.28,0.5,0.51,7.013,30.59,5,2,1
75.95,26.03,43.96,7.81,40.9,0.5,0.489,14.586,14.31,0,2,0
24.05,25.77,61.15,6.29,9.4,0.5,0.575,10.013,74.86,2,0,3
24.03,21.26,60.55,5.17,8.15,0.5,0.719,8.386,75.59,6,3,3
35.7,23.11,61.52,5.94,4.07,0.5,0.42,8.892,64.26,4,1,2
42.07,22.51,70.88,6.21,8.84,0.5,0.661,6.556,57.21,8,3,2
58.86,27.83,52.15,5.31,30.77,0.5,0.525,13.316,34.21,4,0,1
53.76,28.8,34.56,6.79,200.0,0.5,0.575,18.849,0.0,8,0,1
38.02,28.67,42.74,6.8,2.02,0.5,0.383,16.415,62.39,1,2,2
64.29,25.94,76.18,5.7,28.41,0.5,0.489,6.181,29.32,2,2,1
25.08,23.86,57.82,6.78,12.27,0.5,0.48,10.063,72.83,5,1,3
23.28,30.74,84.17,7.27,22.38,0.5,0.604,4.866,72.23,4,3,3
71.03,13.88,69.54,6.89,35.49,0.5,0.46,4.227,20.61,0,1,1
79.26,32.43,95.68,5.89,5.08,0.5,0.489,1.402,20.6,2,2,1
53.53,41.28,54.6,5.92,48.64,0.5,0.575,18.739,34.88,8,0,1
56.09,32.39,43.36,5.83,51.32,0.5,0.489,18.349,31.39,2,2,1
73.7,21.4,53.59,6.65,18.96,0.5,0.446,9.933,22.33,7,2,1
24.89,31.94,63.44,5.76,19.89,0.5,0.489,11.677,71.0,0,2,3
19.37,31.5,53.37,6.51,67.74,0.5,0.48,14.689,63.68,5,1,3
56.49,24.05,43.63,5.37,31.35,0.5,0.517,13.556,36.41,1,3,1
47.75,19.3,53.71,5.24,14.19,0.5,0.661,8.936,50.1,0,3,2
12.25,25.54,77.71,5.25,54.52,0.5,0.46,5.693,74.3,0,1,4
38.22,26.62,43.46,6.63,33.69,0.5,0.525,15.05,54.07,7,0,2
37.75,28.02,37.14,5.2,48.5,0.5,0.46,17.612,50.4,8,1,2
42.88,26.64,73.83,6.4,33.93,0.5,0.42,6.971,49.08,7,1,2
94.98,22.15,76.26,6.48,23.75,0.5,0.575,5.26,0.1,8,0,0
82.7,27.93,43.11,6.46,51.35,0.5,0.36,15.886,4.44,1,1,0
90.79,20.62,33.03,6.63,12.68,0.5,0.69,13.812,7.53,5,3,0
25.42,29.18,73.03,6.97,82.03,0.5,0.517,7.868,53.9,1,3,3
38.9,23.11,50.95,6.63,46.35,0.5,0.575,11.336,50.12,2,0,2
21.12,26.87,85.56,7.03,5.05,0.5,0.48,3.88,78.73,3,1,3
76.07,20.38,54.82,7.86,34.59,0.5,0.719,9.207,16.46,6,3,1
61.91,36.65,71.76,6.75,25.94,0.5,0.489,10.349,32.36,8,2,1
37.1,23.47,87.76,6.88,17.56,0.5,0.575,2.873,59.64,0,0,2
95.0,24.5,43.42,7.36,12.22,0.5,0.48,13.864,2.93,3,1,0
16.42,27.65,72.28,6.61,1.04,0.5,0.575,7.666,84.74,2,0,4
30.69,31.33,54.16,6.48,4.56,0.5,0.525,14.362,69.4,7,0,3
33.04,41.86,73.42,8.07,11.15,0.5,0.489,11.127,65.19,8,2,3
35.11,32.38,66.05,6.46,43.59,0.5,0.46,10.993,54.37,2,1,2
38.24,34.22,68.44,6.44,10.03,0.5,0.48,10.799,60.28,5,1,2
48.05,25.89,38.37,5.79,2.48,0.5,0.46,15.958,52.43,8,1,2
34.72,24.28,68.95,5.35,16.08,0.5,0.531,7.539,62.3,6,2,3
35.65,22.8,72.52,6.31,1.25,0.5,0.604,6.266,65.53,7,3,2
31.23,28.0,72.06,5.72,40.28,0.5,0.51,7.822,59.25,5,2,3
27.84,25.59,43.15,5.53,31.03,0.5,0.46,14.545,65.0,8,1,3
43.63,26.81,70.89,6.34,23.65,0.5,0.525,7.803,51.35,4,0,2
41.1,27.47,43.83,6.01,4.23,0.5,0.5,15.43,59.02,6,1,2
40.8,29.18,58.92,6.9,29.28,0.5,0.51,11.985,52.63,3,2,2
48.2,36.91,79.1,5.8,9.62,0.5,0.575,7.712,50.66,2,0,2
21.55,31.43,66.76,5.0,16.2,0.5,0.45,10.449,75.24,1,0,3
50.38,28.78,71.4,5.65,21.71,0.5,0.489,8.233,45.03,2,2,1
74.58,27.93,58.02,6.77,16.28,0.5,0.42,11.725,22.11,4,1,1
60.84,24.1,84.97,4.75,44.44,0.5,0.446,3.622,28.37,7,2,1
50.41,29.64,74.37,5.47,9.66,0.5,0.42,7.594,48.05,4,1,1
46.57,20.01,80.62,7.6,33.1,0.5,0.42,3.877,45.62,4,1,2
95.0,22.48,22.05,6.27,152.73,0.5,0.42,17.527,0.0,4,1,0
58.83,29.69,67.7,7.77,33.56,0.5,0.48,9.591,33.38,5,1,1
33.5,35.39,86.99,6.01,49.99,0.5,0.719,4.604,54.91,6,3,3
52.32,29.39,60.88,6.21,11.25,0.5,0.51,11.496,45.94,3,2,1
73.6,35.57,46.25,6.55,15.43,0.5,0.45,19.12,23.4,1,0,1
85.78,31.44,52.26,6.65,30.21,0.5,0.661,15.009,7.78,0,3,0
22.03,29.38,63.43,6.88,58.74,0.5,0.625,10.746,63.8,6,0,3
79.2,24.2,79.01,5.05,14.95,0.5,0.525,5.08,18.11,7,0,1
71.53,28.6,30.65,6.23,15.36,0.5,0.604,19.831,25.86,7,3,1
73.95,25.74,60.28,5.56,1.92,0.5,0.69,10.224,27.26,3,3,1
28.36,33.94,58.61,5.47,40.17,0.5,0.36,14.048,61.78,1,1,3
58.36,34.12,51.19,5.91,24.19,0.5,0.6,16.655,36.66,3,0,1
65.1,23.37,61.35,8.16,106.69,0.5,0.661,9.031,7.97,0,3,0
27.82,28.44,55.17,5.13,41.73,0.5,0.46,12.749,62.15,2,1,3
59.99,22.11,57.93,7.59,11.82,0.5,0.46,9.303,38.0,0,1,1
64.8,24.07,53.95,6.28,89.33,0.5,0.661,11.085,12.93,2,3,1
57.16,25.64,78.09,6.52,5.61,0.5,0.661,5.62,43.0,8,3,1
60.07,28.56,71.47,7.49,6.29,0.5,0.51,8.15,39.52,3,2,1
28.5,37.69,59.98,5.59,66.34,0.5,0.48,15.085,54.93,3,1,3
31.22,22.67,64.83,6.23,13.16,0.5,0.604,7.973,66.76,7,3,3
46.25,38.0,71.86,5.41,4.47,0.5,0.51,10.694,53.83,3,2,2
95.0,19.35,79.34,7.03,2.63,0.5,0.48,3.999,5.5,5,1,0
54.75,34.86,55.6,5.73,2.68,0.5,0.446,15.478,45.64,7,2,1
54.73,18.45,22.98,5.26,11.38,0.5,0.661,14.214,43.87,8,3,1
78.68,35.61,67.9,7.43,2.01,0.5,0.489,11.429,22.0,0,2,1
45.56,29.33,50.78,6.34,4.41,0.5,0.36,14.436,54.16,1,1,2
43.82,23.67,33.61,7.5,20.06,0.5,0.531,15.712,52.14,6,2,2
20.32,17.89,79.66,6.64,32.45,0.5,0.42,3.639,72.04,7,1,3
51.9,36.9,54.8,6.1,1.84,0.5,0.525,16.68,48.92,7,0,1
29.02,25.53,32.24,6.62,3.78,0.5,0.5,17.299,71.22,6,1,3
49.27,28.64,68.93,6.69,37.31,0.5,0.48,8.9,41.93,5,1,2
61.57,26.99,71.89,6.74,46.23,0.5,0.51,7.588,27.32,5,2,1
58.02,33.93,76.24,7.64,11.72,0.5,0.575,8.064,40.28,8,0,1
53.75,37.33,48.56,6.14,36.11,0.5,0.625,19.205,38.14,6,0,1
89.35,42.85,38.24,6.16,36.44,0.5,0.575,26.462,2.32,8,0,0
17.61,31.48,23.76,6.46,34.81,0.5,0.661,23.998,74.72,2,3,4
34.87,18.66,66.55,6.02,0.46,0.5,0.604,6.24,66.52,7,3,3
61.18,20.29,74.43,7.27,50.63,0.5,0.51,5.189,26.53,5,2,1
42.01,30.79,63.7,5.83,5.73,0.5,0.51,11.177,57.73,5,2,2
78.75,20.56,65.0,7.27,15.98,0.5,0.42,7.195,18.02,4,1,1
63.91,24.98,53.91,6.59,51.43,0.5,0.489,11.517,23.54,8,2,1
47.86,28.33,77.07,6.23,7.86,0.5,0.48,6.494,51.23,5,1,2
34.75,22.77,81.01,7.04,41.82,0.5,0.489,4.325,55.27,2,2,3
29.18,30.12,41.82,7.25,7.89,0.5,0.42,17.523,69.76,7,1,3
63.9,29.26,51.55,7.92,7.06,0.5,0.42,14.178,35.26,7,1,1
42.67,24.43,51.3,6.31,13.42,0.5,0.661,11.9,55.39,8,3,2
36.96,38.58,66.3,5.03,4.51,0.5,0.625,13.001,63.4,6,0,2
10.48,20.95,64.21,5.65,52.81,0.5,0.69,7.499,77.1,5,3,4
62.25,30.09,70.59,8.53,42.18,0.5,0.446,8.848,27.57,7,2,1
49.73,29.9,60.19,5.54,49.29,0.5,0.489,11.901,38.29,8,2,2
67.9,23.13,42.21,6.95,47.46,0.5,0.42,13.365,20.43,7,1,1
84.83,28.62,45.58,7.1,1.95,0.5,0.575,15.576,16.08,2,0,1
54.94,29.79,63.99,6.54,17.34,0.5,0.661,10.727,42.07,8,3,1
11.51,35.53,73.52,6.29,57.69,0.5,0.46,9.407,74.18,8,1,4
42.75,32.28,63.67,6.47,0.5,0.5,0.575,11.727,58.55,8,0,2
71.32,32.4,65.2,5.82,10.52,0.5,0.6,11.277,27.36,5,0,1
51.76,29.93,45.18,7.08,9.08,0.5,0.575,16.405,47.25,8,0,1
52.76,26.9,59.97,6.09,59.29,0.5,0.69,10.769,33.08,3,3,1
95.0,34.47,54.86,7.67,187.33,0.5,0.446,15.559,0.0,4,2,0
33.2,22.2,49.51,6.52,7.05,0.5,0.42,11.208,65.96,4,1,3
49.68,22.33,53.25,6.51,3.35,0.5,0.69,10.44,51.15,3,3,2
56.0,34.18,79.37,6.75,46.3,0.5,0.42,7.051,32.65,4,1,1
60.63,37.92,68.44,5.62,34.64,0.5,0.489,11.966,31.31,8,2,1
17.21,23.81,63.57,6.41,65.71,0.5,0.604,8.674,66.7,7,3,3
74.81,30.56,39.73,6.32,11.78,0.5,0.661,18.419,23.69,0,3,1
16.44,26.75,54.36,7.48,2.28,0.5,0.46,12.206,84.09,0,1,4
74.62,26.23,48.95,6.55,9.01,0.5,0.604,13.39,24.48,7,3,1
13.5,24.21,52.42,6.21,1.12,0.5,0.446,11.52,87.32,4,2,4
44.74,32.13,31.02,5.57,43.47,0.5,0.575,22.167,45.05,2,0,2
25.54,29.91,64.19,7.31,36.94,0.5,0.383,10.713,65.52,1,2,3
89.54,29.03,53.36,7.96,22.16,0.5,0.69,13.537,6.25,5,3,0
36.28,32.47,41.04,5.63,3.91,0.5,0.69,19.145,64.39,3,3,2
34.72,25.54,52.14,6.62,41.43,0.5,0.517,12.226,55.48,1,3,3
67.9,29.51,54.31,6.9,63.28,0.5,0.45,13.482,16.27,1,0,1
47.59,26.33,67.54,6.62,8.45,0.5,0.51,8.549,51.43,5,2,2
67.81,29.78,33.56,6.72,63.63,0.5,0.46,19.783,16.3,2,1,1
24.96,19.88,65.96,6.2,15.56,0.5,0.51,6.765,72.15,5,2,3
37.64,18.62,74.7,6.78,45.94,0.5,0.719,4.71,51.85,6,3,2
50.4,19.3,74.42,7.09,0.02,0.5,0.661,4.937,51.25,8,3,1
48.28,25.58,67.22,7.13,17.76,0.5,0.625,8.385,48.53,6,0,2
43.57,19.59,62.18,7.64,45.59,0.5,0.36,7.408,45.12,1,1,2
24.99,29.81,53.45,6.25,97.14,0.5,0.525,13.877,50.31,7,0,3
35.5,27.02,62.37,7.56,106.26,0.5,0.604,10.166,37.55,4,3,2
69.4,34.61,94.14,7.69,3.35,0.5,0.575,2.028,31.14,8,0,1
37.34,28.73,98.4,6.42,12.2,0.5,0.661,0.459,61.05,0,3,2
67.92,24.77,61.91,8.15,92.93,0.5,0.48,9.435,8.39,5,1,0
16.93,33.97,46.78,6.57,34.08,0.5,0.36,18.082,74.84,1,1,4
21.29,30.92,67.97,6.34,109.46,0.5,0.489,9.904,50.61,2,2,3
65.06,30.38,55.64,6.59,103.27,0.5,0.604,13.474,8.78,4,3,0
55.77,30.79,64.72,5.78,45.79,0.5,0.604,10.864,33.47,7,3,1
69.92,21.14,58.71,5.86,12.15,0.5,0.42,8.73,27.88,7,1,1
74.57,29.4,35.99,5.84,47.65,0.5,0.42,18.819,13.72,7,1,0
55.98,29.57,73.91,6.33,38.14,0.5,0.661,7.716,35.45,2,3,1
56.55,21.49,53.35,7.45,4.26,0.5,0.45,10.026,43.44,1,0,1
39.18,35.99,51.09,6.21,67.28,0.5,0.661,17.603,44.45,8,3,2
85.97,27.28,75.46,6.95,46.49,0.5,0.46,6.694,2.73,8,1,0
63.38,31.15,60.86,7.24,18.0,0.5,0.517,12.191,33.09,1,3,1
37.91,23.9,62.87,7.55,76.75,0.5,0.69,8.874,43.26,5,3,2
22.4,24.01,71.37,5.1,13.61,0.5,0.36,6.872,74.85,1,1,3
59.56,28.79,67.37,6.67,45.99,0.5,0.446,9.393,29.24,4,2,1
34.92,36.0,35.68,6.92,5.7,0.5,0.525,23.152,64.87,4,0,3
38.85,42.54,74.15,6.08,32.04,0.5,0.446,10.998,53.69,4,2,2
20.92,27.1,54.16,6.58,0.52,0.5,0.719,12.423,80.74,6,3,3
10.81,31.69,70.83,5.75,22.13,0.5,0.36,9.244,84.16,1,1,4
58.57,37.37,70.04,6.69,10.84,0.5,0.446,11.197,39.64,7,2,1
66.66,24.15,68.42,6.32,6.32,0.5,0.45,7.626,32.77,1,0,1
47.0,33.93,59.63,7.83,63.52,0.5,0.6,13.695,37.49,3,0,2
23.54,27.67,48.44,4.4,43.57,0.5,0.383,14.266,65.75,1,2,3
40.67,22.12,44.7,6.72,17.16,0.5,0.661,12.235,56.39,2,3,2
70.21,35.9,45.1,5.97,4.03,0.5,0.36,19.709,29.61,1,1,1
21.99,27.46,57.1,7.33,17.22,0.5,0.69,11.783,75.12,3,3,3
50.22,23.87,55.34,6.82,16.67,0.5,0.69,10.66,47.04,3,3,1
30.66,24.76,59.05,8.32,5.89,0.5,0.489,10.139,68.98,2,2,3
48.51,18.29,37.01,6.85,10.38,0.5,0.383,11.52,49.67,1,2,2
40.85,23.66,43.65,5.43,18.8,0.5,0.604,13.334,55.62,4,3,2
76.79,20.38,57.31,6.72,23.37,0.5,0.383,8.699,17.9,1,2,1
91.08,35.46,70.61,7.28,53.96,0.5,0.6,10.422,0.0,3,0,0
64.0,16.07,65.05,7.77,2.23,0.5,0.489,5.616,36.63,0,2,1
52.83,22.49,43.77,5.79,7.55,0.5,0.48,12.647,46.35,3,1,1
44.45,36.72,76.98,5.71,4.79,0.5,0.42,8.452,55.31,7,1,2
24.46,34.89,67.65,7.09,6.65,0.5,0.489,11.289,74.98,2,2,3
23.53,31.32,55.66,7.37,2.53,0.5,0.531,13.891,77.12,6,2,3
54.55,32.55,65.72,7.01,3.85,0.5,0.69,11.158,46.14,5,3,1
57.27,29.99,74.65,5.84,58.46,0.5,0.6,7.602,28.57,5,0,1
68.42,29.0,81.4,6.4,4.08,0.5,0.51,5.393,31.76,5,2,1
43.38,28.68,56.44,5.31,12.06,0.5,0.604,12.494,54.9,4,3,2
25.06,31.07,39.22,8.1,7.92,0.5,0.517,18.88,74.11,1,3,3
13.45,28.35,89.88,5.62,2.24,0.5,0.575,2.87,87.39,2,0,4
46.65,37.27,47.73,8.26,67.36,0.5,0.446,19.482,36.42,7,2,2
95.0,32.43,47.16,7.47,104.0,0.5,0.6,17.138,0.0,3,0,0
56.35,28.87,47.64,5.61,3.53,0.5,0.489,15.117,43.93,8,2,1
32.96,25.68,95.88,5.89,0.94,0.5,0.383,1.058,67.74,1,2,3
44.06,22.13,53.34,6.8,7.81,0.5,0.46,10.326,54.99,0,1,2
